permno_a,permno_b,beta,adf_p,adf_pass_rate,half_life,spread_vol,beta_start,beta_end,beta_nobs,beta_r2,beta_std
83414,83774,0.8503729646714844,5.255266519172133e-05,0.6666666666666666,10.276400627605401,0.011761278784790906,2016-01-01,2017-12-31,503,0.9560687701083753,0.2836058304496195
87614,88908,1.0941396114244064,5.703847041085801e-05,0.6666666666666666,7.8753287811532315,0.014066759802184779,2016-01-01,2017-12-31,503,0.9833574504474366,0.2914144322078238
15883,91386,0.8368090815896246,5.818859490832209e-05,0.6666666666666666,8.518986664428532,0.01897973883630341,2016-01-01,2017-12-31,436,0.9496310685139553,0.22104697634502007
11442,88280,1.177162617269107,6.005900735984498e-05,0.6666666666666666,9.899094467643337,0.010974589164966813,2016-01-01,2017-12-31,503,0.964712765299122,0.21446682887716434
13528,81013,0.7966145236896022,6.037454354081223e-05,0.6666666666666666,8.056933085204701,0.021162329440118522,2016-01-01,2017-12-31,503,0.9680976365744587,0.2862284069480723
14265,15359,0.6036598110968107,5.9919419657932794e-05,0.6666666666666666,7.564086684790046,0.01391033557252746,2016-01-01,2017-12-31,503,0.9280424152128625,0.0945768307081161
17509,80725,0.6194529146557578,6.0485017198495145e-05,0.6666666666666666,5.00260854408347,0.010349783290429123,2016-01-01,2017-12-31,503,0.9283458874740713,0.26865325756422076
59176,91795,0.6757981514250795,6.388048422323594e-05,0.6666666666666666,8.481120398266262,0.011394215473649539,2016-01-01,2017-12-31,503,0.9684436282756366,0.1315044846792639
11363,17658,0.9511172442274183,8.167975490395399e-05,0.6666666666666666,4.676670446248852,0.008655970028937695,2016-01-01,2017-12-31,503,0.9911142034293492,0.10875879681509237
15337,90827,1.2056733654974248,6.64753776814373e-05,0.6666666666666666,6.077666732816861,0.008356661830203834,2016-01-01,2017-12-31,503,0.9655642288581279,0.29570730178758065
93063,93286,0.6653435437565911,8.401762157494014e-05,1.0,7.32871863455365,0.008480117058003273,2016-01-01,2017-12-31,503,0.9204579811754958,0.2062111725640272
14239,14487,1.037158624860175,8.202825297483667e-05,0.6666666666666666,7.9785207552477155,0.02929776971612168,2016-01-01,2017-12-31,503,0.8031300038206982,0.23558155975633957
13254,16015,0.8598990777800789,0.00011315370038570084,1.0,4.592847484104624,0.01028026137603999,2016-01-01,2017-12-31,427,0.9204039899450951,0.2108660694623412
91338,92279,0.6166593929722475,7.235976851033209e-05,0.6666666666666666,6.220043093152646,0.008871836755684417,2016-01-01,2017-12-31,503,0.9614609823268307,0.21035835420482554
91872,92667,0.750286608772414,8.141089873304494e-05,0.6666666666666666,6.323042068830158,0.008907145913938734,2016-01-01,2017-12-31,503,0.9513809969476266,0.20231148640317534
13437,15573,1.1860506585791737,0.00010640089764168055,0.6666666666666666,2.2418717123434586,0.008006795523085725,2016-01-01,2017-12-31,503,0.9902375889043221,0.13773749658208348
11397,77528,0.9002848250536003,8.766152716554888e-05,0.6666666666666666,9.669205707098854,0.011889444151005957,2016-01-01,2017-12-31,503,0.9558770087725945,0.2794224739120813
84761,93306,0.7997960806291081,8.735027057904973e-05,0.6666666666666666,8.097866335287323,0.025038308176848878,2016-01-01,2017-12-31,503,0.9769327155729215,0.2304627609234325
11731,18542,0.721176067242551,8.897071191569447e-05,0.6666666666666666,7.776153403372132,0.014264059201920016,2016-01-01,2017-12-31,503,0.9601718533396247,0.23404123728810317
15001,15562,1.3392629960990248,0.00012588252582899527,1.0,3.4600890761220144,0.008640572846909285,2016-01-01,2017-12-31,503,0.983759831575877,0.18478991215685522
13034,14069,1.4557178969961213,0.0001148604216713168,1.0,5.318509165609079,0.013187394460526702,2016-01-01,2017-12-31,503,0.9762665671586521,0.19428547596406323
48506,92766,1.1658972158036962,9.276122792297855e-05,0.6666666666666666,11.49181272169356,0.010946005563522217,2016-01-01,2017-12-31,503,0.9579988304142443,0.279804301703822
48506,91877,1.1676264264929839,9.579596543026602e-05,0.6666666666666666,10.743929970980268,0.011022581481772502,2016-01-01,2017-12-31,503,0.9605620006042466,0.22706498978360698
84660,84661,0.9734828083311814,0.0001293522147826631,0.6666666666666666,3.8472989556070845,0.01974059472995483,2016-01-01,2017-12-31,503,0.9547096180709668,0.19897393016636347
76119,91878,0.6254276597885445,9.404679665571831e-05,0.6666666666666666,7.57550540252375,0.011207944932563453,2016-01-01,2017-12-31,503,0.9418922379334566,0.1886395952838835
86572,90766,1.00511196020339,0.0001242537542512178,0.6666666666666666,7.091676637638389,0.013411202519932046,2016-01-01,2017-12-31,503,0.9600382976179921,0.29903513454244796
89460,89490,1.0261880268733037,0.0001268237156816126,0.6666666666666666,6.031946922357695,0.008207304720699618,2016-01-01,2017-12-31,503,0.9181270890408746,0.2304323770928887
13337,70332,1.218702832904529,0.00010738535456763625,0.6666666666666666,8.926234924898443,0.028930173575280306,2016-01-01,2017-12-31,503,0.890896739528535,0.2941391401068843
16097,93073,0.6333763462114747,0.00011115572069137336,0.6666666666666666,6.487839637766303,0.018182919265145713,2016-01-01,2017-12-31,379,0.9063497964291851,0.20177767448222808
64186,93429,0.704874361130956,0.00010756072516047069,0.6666666666666666,9.50880298046891,0.014568902276265042,2016-01-01,2017-12-31,503,0.9297743574019891,0.24894616470266817
88820,90603,0.9160857108383503,0.00012126710847862372,0.6666666666666666,8.977758427492827,0.01633518379945351,2016-01-01,2017-12-31,503,0.9732824709732448,0.28977839063175553
13006,88908,0.9087981018659593,0.00013123713358202563,0.6666666666666666,5.580607828270232,0.017045619068519775,2016-01-01,2017-12-31,503,0.9749891757211628,0.22519218026270738
37584,58771,0.6639593286489317,0.00011379503794268451,0.6666666666666666,7.1142226742551085,0.013741958693497328,2016-01-01,2017-12-31,503,0.9044566462206598,0.13913012670541697
13132,90455,1.027315599137794,0.00013197249283751868,0.6666666666666666,7.247192043749979,0.009935477293848085,2016-01-01,2017-12-31,503,0.9893828750014179,0.19385987033942348
14777,91227,1.2044755383730987,0.00012325495722954533,0.6666666666666666,7.99522396289369,0.010949442622811728,2016-01-01,2017-12-31,503,0.8043138242824288,0.2011194022323687
47571,93372,0.8228151113961034,0.0001337768127339071,0.6666666666666666,6.970306257194148,0.02443524134551604,2016-01-01,2017-12-31,503,0.9144647017151043,0.2632430585859768
89590,89594,0.7573967179979142,0.0001861036476922725,1.0,3.6492352580070047,0.008010070968807034,2016-01-01,2017-12-31,503,0.939497486152698,0.20922968319509838
10308,88865,0.92474979234581,0.0001415291105808801,0.6666666666666666,12.909707453809306,0.013138329580981595,2016-01-01,2017-12-31,503,0.9023453533218808,0.229808387591471
