gvkey,gsector,ggroup,gind,gsubind
031042,10,1010,101020,10102030
031043,45,4510,451030,45103010
031045,45,4520,452030,45203010
031048,35,3510,351020,35102010
031049,25,2530,253010,25301040
031051,20,2020,202010,20201050
031052,15,1510,151050,15105010
031054,30,3030,303010,30301010
031055,45,4510,451030,45103020
031056,10,1010,101020,10102020
031057,25,2550,255010,25501010
031058,25,2530,253010,25301010
031059,35,3520,352010,35201010
031060,40,4020,402020,40202010
031061,35,3520,352010,35201010
031062,40,4010,401010,40101015
031063,20,2010,201060,20106020
031068,40,4030,403010,40301040
031090,25,2530,253010,25301020
031091,45,4510,451030,45103010
031093,20,2010,201060,20106020
031094,35,3520,352010,35201010
031095,60,6010,601010,60101030
031096,35,3510,351020,35102010
031097,35,3510,351010,35101010
031098,,,,
031099,25,2530,253010,25301010
031100,25,2540,254010,25401040
031101,10,1010,101020,10102020
031102,35,3520,352010,35201010
031105,20,2010,201020,20102010
031106,25,2510,251010,25101010
031108,60,6020,602010,60201010
031109,10,1010,101020,10102040
031110,15,1510,151050,15105020
031112,35,3520,352010,35201010
031113,35,3520,352020,35202010
031114,35,3520,352010,35201010
031120,10,1010,101020,10102020
031122,25,2530,253020,25302010
031124,35,3510,351020,35102015
031125,40,4040,404010,40401020
031126,,,,
031127,20,2010,201030,20103010
031129,20,2020,202010,20201040
031130,35,3510,351020,35102020
031131,45,4510,451010,45101010
031132,15,1510,151040,15104020
031133,25,2520,252020,25202020
031134,35,3510,351020,35102020
031135,40,4010,401010,40101010
031136,40,4010,401010,40101015
031137,50,5020,502010,50201030
031140,,,,
031142,45,4530,453010,45301020
031143,45,4510,451030,45103010
031144,45,4510,451030,45103010
031146,,,,
031147,45,4530,453010,45301020
031149,,,,
031150,40,4020,402030,40203020
031151,,,,
031152,40,4010,401010,40101010
031154,20,2010,201060,20106020
031156,10,1010,101020,10102020
031159,40,4020,402030,40203020
031162,25,2540,254010,25401020
031165,50,5010,501010,50101020
031166,35,3510,351010,35101010
031167,45,4520,452010,45201020
031168,45,4510,451030,45103020
031169,50,5010,501010,50101020
031170,15,1510,151040,15104050
031172,25,2530,253010,25301010
031173,15,1510,151040,15104020
031175,25,2550,255010,25501010
031176,25,2550,255010,25501010
031177,35,3520,352010,35201010
031178,10,1010,101010,10101020
031183,,,,
031186,45,4510,451030,45103010
031187,45,4510,451010,45101010
031189,25,2530,253010,25301010
031190,25,2510,251010,25101010
031192,15,1510,151040,15104020
031193,45,4520,452010,45201020
031194,45,4520,452020,45202010
031195,15,1510,151050,15105010
031196,,,,
031197,,,,
031198,,,,
031199,,,,
031200,45,4510,451030,45103020
031201,50,5010,501020,50102010
031203,15,1510,151040,15104040
031204,25,2540,254010,25401030
031205,30,3020,302010,30201030
031206,,,,
031208,,,,
031209,,,,
031214,10,1010,101010,10101020
031215,45,4510,451030,45103010
031217,45,4510,451030,45103010
031218,40,4010,401010,40101015
031223,35,3510,351020,35102015
031224,25,2530,253020,25302010
031227,25,2550,255020,25502020
031229,35,3520,352020,35202010
031230,40,4040,404010,40401010
031231,,,,
031232,25,2530,253010,25301030
031234,50,5010,501020,50102010
031235,25,2550,255020,25502020
031236,45,4510,451030,45103020
031237,40,4010,401010,40101010
031239,50,5010,501020,50102010
031240,15,1510,151040,15104030
031241,40,4020,402010,40201010
031242,40,4010,401010,40101015
031244,45,4510,451020,45102010
031247,15,1510,151040,15104030
031248,40,4010,401010,40101010
031249,35,3520,352010,35201010
031251,40,4020,402040,40204010
031252,10,1010,101020,10102020
031254,40,4010,401010,40101010
031255,45,4530,453010,45301020
031256,20,2020,202010,20201010
031258,25,2540,254010,25401010
031259,50,5020,502010,50201010
031264,,,,
031265,40,4010,401010,40101015
031266,60,6020,602010,60201040
031267,40,4010,401010,40101015
031270,40,4010,401010,40101015
031272,25,2540,254010,25401020
031276,40,4010,401020,40102010
031279,15,1510,151050,15105020
031280,25,2530,253010,25301020
031281,20,2020,202020,20202020
031283,25,2520,252020,25202010
031285,45,4520,452030,45203010
031286,10,1010,101020,10102020
031289,40,4010,401020,40102010
031290,,,,
031291,40,4010,401010,40101010
031292,20,2010,201060,20106010
031294,35,3520,352010,35201010
031295,40,4020,402030,40203010
031297,40,4010,401010,40101010
031300,35,3510,351010,35101010
031301,35,3520,352010,35201010
031302,40,4010,401020,40102010
031303,,,,
031304,,,,
031306,,,,
031307,20,2020,202010,20201060
031309,40,4010,401020,40102010
031315,25,2550,255010,25501010
031317,25,2530,253020,25302010
031319,35,3520,352010,35201010
031326,25,2540,254010,25401020
031327,10,1010,101020,10102020
031328,,,,
031331,10,1010,101010,10101020
031335,40,4010,401010,40101010
031336,40,4010,401010,40101015
031337,15,1510,151010,15101010
031338,15,1510,151040,15104025
031339,25,2530,253010,25301010
031343,30,3030,303020,30302010
031345,25,2550,255040,25504040
031346,,,,
031347,15,1510,151040,15104030
031348,35,3510,351010,35101010
031350,40,4010,401010,40101015
031351,35,3520,352010,35201010
031352,15,1510,151030,15103010
031354,25,2550,255040,25504010
031355,,,,
031356,40,4030,403010,40301040
031358,40,4010,401010,40101015
031360,40,4010,401010,40101015
031364,,,,
031365,50,5020,502030,50203010
031366,55,5510,551050,55105010
031367,,,,
031368,40,4010,401010,40101015
031370,35,3510,351020,35102015
031372,30,3010,301010,30101020
033859,25,2550,255040,25504050
031373,40,4020,402010,40201010
031374,15,1510,151040,15104020
031375,40,4040,404010,40401020
031376,40,4010,401010,40101015
031379,45,4510,451030,45103010
031380,40,4010,401010,40101010
031381,45,4510,451010,45101010
031382,,,,
031384,10,1010,101010,10101020
031385,40,4010,401010,40101015
031386,25,2530,253010,25301010
031387,25,2520,252030,25203010
031389,45,4510,451030,45103010
031390,20,2010,201040,20104010
031391,60,6020,602010,60201020
031392,30,3010,301010,30101030
031394,35,3510,351020,35102015
031395,45,4510,451030,45103010
031396,15,1510,151040,15104020
031398,40,4020,402010,40201010
031399,,,,
031401,25,2530,253010,25301010
031402,40,4020,402030,40203040
031403,30,3030,303020,30302010
031405,35,3520,352010,35201010
031410,40,4010,401010,40101015
031411,25,2530,253020,25302020
031413,35,3520,352020,35202010
031414,45,4510,451020,45102010
031415,50,5020,502020,50202010
031417,20,2010,201060,20106020
031418,35,3520,352020,35202010
031419,25,2530,253010,25301030
031421,40,4030,403010,40301040
031422,,,,
031423,45,4510,451030,45103010
031424,20,2010,201060,20106010
031426,,,,
031427,30,3020,302020,30202030
031428,25,2540,254010,25401030
031430,25,2510,251020,25102010
031432,40,4010,401010,40101010
031433,40,4010,401010,40101010
031437,40,4010,401010,40101015
031440,60,6020,602010,60201020
031441,30,3030,303020,30302010
031442,10,1010,101020,10102040
031448,25,2540,254010,25401020
031449,40,4010,401020,40102010
031450,25,2520,252010,25201040
031453,45,4520,452030,45203030
031454,55,5510,551010,55101010
031455,45,4520,452010,45201020
031456,25,2530,253010,25301040
031457,45,4510,451030,45103010
031458,40,4010,401010,40101010
031459,35,3520,352010,35201010
031460,25,2550,255040,25504040
031462,40,4010,401020,40102010
031463,10,1010,101020,10102020
031464,25,2550,255020,25502010
031465,35,3510,351010,35101010
031466,50,5020,502010,50201030
031467,20,2020,202010,20201060
031468,45,4520,452030,45203010
031469,10,1010,101020,10102020
031470,40,4010,401010,40101010
031471,,,,
031474,30,3020,302020,30202030
031475,25,2530,253010,25301010
031476,,,,
031477,35,3520,352030,35203010
031478,,,,
031479,25,2520,252010,25201020
031483,45,4530,453010,45301010
031484,35,3510,351010,35101010
031487,25,2530,253010,25301040
031488,45,4530,453010,45301020
031489,40,4010,401020,40102010
031491,40,4010,401010,40101015
031494,45,4530,453010,45301020
031495,40,4010,401020,40102010
031496,25,2510,251010,25101010
031497,25,2550,255040,25504040
031498,30,3020,302010,30201010
031499,45,4520,452010,45201020
031500,45,4520,452020,45202030
031501,40,4010,401020,40102010
031502,45,4510,451030,45103010
031503,35,3510,351020,35102015
031504,25,2540,254010,25401030
031505,40,4020,402010,40201020
031507,10,1010,101010,10101020
031508,40,4010,401010,40101010
031509,,,,
031510,,,,
031511,45,4520,452050,45205020
031512,20,2020,202010,20201050
031515,45,4510,451030,45103010
031516,35,3520,352010,35201010
031517,45,4510,451020,45102030
031518,35,3510,351030,35103010
031519,15,1510,151040,15104030
031520,20,2010,201040,20104010
031521,40,4020,402030,40203020
031522,40,4010,401010,40101010
031524,50,5010,501010,50101020
031525,50,5010,501020,50102010
031526,15,1510,151010,15101010
031528,20,2010,201030,20103010
031529,35,3520,352010,35201010
031530,45,4530,453010,45301020
031532,45,4520,452020,45202020
031533,40,4010,401020,40102010
031534,45,4520,452030,45203010
031535,40,4010,401020,40102010
031536,45,4510,451010,45101010
031537,20,2020,202010,20201060
031539,20,2020,202010,20201030
031541,40,4010,401010,40101010
031542,35,3510,351010,35101010
031543,20,2030,203040,20304020
031544,40,4010,401010,40101015
031545,20,2030,203050,20305010
031546,,,,
031548,45,4510,451010,45101010
031549,35,3510,351020,35102015
031550,30,3020,302010,30201010
031551,25,2550,255010,25501010
031553,10,1010,101020,10102040
031554,25,2540,254010,25401030
031557,20,2020,202010,20201030
031559,35,3520,352020,35202010
031560,25,2530,253010,25301030
031562,15,1510,151040,15104030
031563,45,4510,451010,45101010
031564,45,4510,451030,45103010
031565,,,,
031566,,,,
031567,25,2510,251010,25101010
031568,35,3510,351030,35103010
031569,40,4020,402010,40201020
031570,45,4510,451030,45103010
031571,45,4510,451030,45103010
031573,25,2540,254010,25401030
031574,40,4020,402030,40203010
031575,25,2540,254010,25401040
031576,40,4010,401020,40102010
031578,,,,
031579,45,4510,451030,45103010
031581,15,1510,151040,15104020
031584,,,,
031585,40,4010,401010,40101015
031586,45,4520,452010,45201020
031587,30,3010,301010,30101040
031588,25,2520,252020,25202010
031589,20,2030,203040,20304020
031590,30,3020,302020,30202030
031591,45,4520,452020,45202020
031592,,,,
031593,40,4010,401010,40101015
031594,10,1010,101010,10101020
031595,30,3030,303020,30302010
031596,55,5510,551010,55101010
031597,50,5010,501010,50101020
031599,25,2540,254010,25401040
031600,15,1510,151040,15104010
031602,15,1510,151040,15104020
031603,45,4510,451030,45103010
031604,40,4010,401010,40101010
031606,40,4010,401010,40101015
031607,45,4520,452030,45203010
031609,15,1510,151040,15104030
031610,,,,
031611,45,4520,452030,45203010
031612,35,3520,352020,35202010
031614,35,3510,351020,35102015
031615,50,5010,501020,50102010
031616,35,3510,351020,35102015
031617,20,2010,201030,20103010
031618,45,4510,451030,45103010
031619,20,2010,201060,20106020
031620,45,4520,452050,45205020
031621,,,,
031622,45,4510,451030,45103010
031624,30,3010,301010,30101030
031625,10,1010,101020,10102020
031626,15,1510,151040,15104020
031627,40,4010,401010,40101015
031628,35,3520,352010,35201010
031629,50,5020,502020,50202010
031630,45,4510,451030,45103010
031631,45,4510,451030,45103010
031632,35,3510,351020,35102010
031634,25,2530,253010,25301010
031635,35,3510,351010,35101010
031636,25,2520,252030,25203020
031638,40,4010,401010,40101010
031640,15,1510,151040,15104040
031642,20,2020,202010,20201030
031643,40,4020,402010,40201020
031644,15,1510,151040,15104020
031647,40,4010,401010,40101010
031648,40,4010,401010,40101010
031651,40,4010,401010,40101010
031652,,,,
031653,35,3510,351020,35102015
031655,,,,
031656,35,3520,352010,35201010
031657,35,3520,352020,35202010
031659,40,4010,401010,40101015
031660,45,4510,451030,45103010
031661,45,4520,452030,45203020
031662,40,4010,401010,40101010
031663,40,4010,401010,40101010
031666,45,4520,452010,45201020
031667,25,2540,254010,25401020
031668,15,1510,151040,15104020
031669,40,4010,401010,40101010
031672,40,4010,401020,40102010
031673,35,3510,351020,35102010
031674,45,4520,452030,45203030
031675,40,4010,401020,40102010
031676,20,2030,203030,20303010
031677,20,2020,202010,20201030
031679,45,4510,451010,45101010
031681,15,1510,151050,15105020
031682,40,4020,402010,40201010
031683,25,2550,255040,25504040
031684,40,4020,402010,40201010
031685,10,1010,101020,10102020
031686,25,2510,251010,25101010
031687,45,4520,452010,45201020
031688,40,4030,403010,40301040
031689,35,3520,352010,35201010
031691,15,1510,151050,15105020
031692,40,4010,401010,40101015
031693,20,2020,202010,20201060
031694,,,,
031695,,,,
031697,25,2550,255020,25502010
031698,15,1510,151040,15104020
031700,25,2530,253010,25301040
031702,40,4010,401010,40101015
031703,40,4010,401020,40102010
031704,45,4510,451030,45103010
031705,25,2540,254010,25401010
031706,35,3520,352020,35202010
031707,40,4010,401020,40102010
031712,25,2550,255030,25503020
031713,35,3520,352020,35202010
031714,30,3010,301010,30101030
031716,40,4010,401010,40101015
031717,60,6020,602010,60201020
031718,40,4010,401010,40101015
031719,,,,
031720,45,4510,451010,45101010
031722,45,4520,452020,45202020
031723,15,1510,151040,15104010
031724,,,,
031725,40,4010,401010,40101010
031726,,,,
031727,25,2530,253020,25302010
031728,45,4510,451030,45103010
031729,,,,
031732,25,2510,251010,25101010
031733,25,2520,252030,25203010
031734,45,4510,451010,45101010
031735,20,2010,201030,20103010
031736,35,3520,352020,35202010
031737,40,4030,403010,40301020
031738,45,4520,452030,45203030
031739,40,4010,401020,40102010
031740,40,4010,401010,40101015
031741,50,5010,501010,50101020
031742,45,4510,451030,45103010
031743,45,4530,453010,45301020
031744,40,4010,401020,40102010
031745,50,5010,501020,50102010
031746,20,2020,202010,20201040
031748,45,4520,452020,45202030
031749,40,4010,401010,40101010
031750,25,2520,252010,25201030
031751,35,3510,351020,35102015
031752,20,2020,202020,20202020
031754,45,4520,452030,45203010
031755,15,1510,151040,15104050
031756,,,,
031757,45,4520,452010,45201010
031758,60,6010,601030,60103010
031759,40,4030,403010,40301010
031761,35,3520,352020,35202010
031762,25,2540,254010,25401020
031763,25,2520,252030,25203010
031764,40,4010,401010,40101015
031765,45,4510,451030,45103010
031766,25,2510,251010,25101010
031767,45,4510,451030,45103010
031768,30,3010,301010,30101010
031769,15,1510,151040,15104030
031771,,,,
031772,20,2010,201060,20106020
031774,40,4030,403010,40301020
031775,45,4520,452030,45203010
031776,40,4030,403010,40301040
031777,45,4520,452020,45202020
031778,40,4010,401010,40101015
031779,30,3010,301010,30101010
031780,,,,
031781,40,4010,401010,40101015
031782,,,,
031784,25,2550,255040,25504030
031786,35,3510,351020,35102030
031788,45,4510,451010,45101010
031789,40,4010,401020,40102010
031790,45,4520,452010,45201020
031791,25,2510,251010,25101020
031793,35,3510,351010,35101010
031794,40,4040,404010,40401010
031796,30,3030,303020,30302010
031802,25,2510,251010,25101010
031803,50,5020,502010,50201010
031804,,,,
031805,35,3510,351010,35101010
031806,25,2550,255040,25504010
031807,45,4520,452050,45205010
031808,30,3020,302010,30201010
031809,,,,
031810,20,2020,202010,20201050
031811,25,2530,253010,25301040
031812,30,3020,302020,30202030
031813,20,2020,202010,20201030
031814,45,4520,452050,45205010
031815,,,,
031816,,,,
031818,,,,
031819,40,4020,402030,40203010
031820,45,4520,452020,45202030
031821,35,3510,351020,35102030
031822,15,1510,151010,15101050
031823,15,1510,151010,15101050
031825,25,2510,251010,25101010
031826,15,1510,151040,15104050
031829,25,2550,255040,25504010
031830,35,3510,351010,35101010
031831,15,1510,151010,15101010
031837,,,,
031838,,,,
031839,40,4010,401010,40101015
031840,,,,
031841,,,,
031842,40,4020,402010,40201040
031843,45,4520,452010,45201020
031844,45,4510,451030,45103020
031845,10,1010,101010,10101020
031846,25,2530,253010,25301040
031847,35,3510,351020,35102030
031848,35,3520,352020,35202010
031849,25,2550,255040,25504040
031850,45,4510,451030,45103010
031851,45,4520,452050,45205020
031853,45,4510,451030,45103020
031854,45,4510,451030,45103010
031857,45,4510,451030,45103010
031858,40,4040,404020,40402040
031879,20,2010,201020,20102010
031880,20,2020,202010,20201030
031881,45,4520,452030,45203010
031882,50,5010,501010,50101020
031884,,,,
031885,,,,
031886,,,,
031887,35,3510,351010,35101010
031888,45,4510,451010,45101010
031889,,,,
031890,,,,
031891,,,,
031892,,,,
031894,40,4010,401010,40101015
031895,40,4010,401010,40101015
031902,,,,
031914,60,6010,601070,60107010
031926,,,,
031942,35,3520,352020,35202010
031950,,,,
031954,35,3510,351020,35102015
031958,60,6010,601080,60108010
031966,40,4020,402040,40204010
031982,25,2510,251020,25102010
031986,60,6010,601010,60101010
031994,40,4020,402040,40204010
031998,,,,
032006,60,6010,601010,60101010
032010,,,,
032014,15,1510,151040,15104020
032018,35,3520,352010,35201010
032030,,,,
032038,,,,
032042,,,,
032046,35,3520,352010,35201010
032050,,,,
032058,35,3520,352020,35202010
032066,,,,
032069,,,,
032070,,,,
032074,20,2020,202020,20202030
032078,35,3510,351020,35102015
032086,45,4510,451030,45103010
032090,,,,
032098,20,2010,201030,20103010
032102,60,6020,602010,60201040
032106,10,1010,101010,10101020
032126,35,3520,352010,35201010
032130,35,3520,352010,35201010
032146,,,,
032150,,,,
032154,60,6010,601040,60104010
032171,25,2530,253020,25302010
032183,10,1010,101020,10102050
032184,,,,
032187,,,,
032188,,,,
032192,25,2530,253010,25301030
032193,35,3520,352010,35201010
032194,25,2550,255040,25504010
032197,,,,
032198,,,,
032199,,,,
032200,,,,
032201,,,,
032202,,,,
032203,,,,
032204,,,,
032205,,,,
032206,35,3520,352020,35202010
032208,40,4010,401010,40101015
032210,,,,
032211,,,,
032213,15,1510,151040,15104030
032215,45,4510,451020,45102030
032216,15,1510,151040,15104030
032218,25,2530,253010,25301030
032219,35,3510,351020,35102010
032220,,,,
032227,15,1510,151040,15104020
032228,45,4510,451020,45102030
032229,45,4510,451030,45103010
032233,35,3520,352020,35202010
032234,,,,
032235,,,,
032236,,,,
032238,40,4010,401010,40101015
032239,,,,
032242,,,,
032244,10,1010,101020,10102040
032245,35,3520,352010,35201010
032246,15,1510,151040,15104020
032247,35,3510,351010,35101010
032250,,,,
032253,40,4010,401010,40101015
032254,35,3520,352010,35201010
032255,30,3030,303020,30302010
032261,,,,
032263,,,,
032264,,,,
032265,,,,
032266,,,,
032267,35,3520,352010,35201010
032269,35,3510,351010,35101010
032270,,,,
032271,35,3520,352010,35201010
032273,40,4020,402040,40204010
032280,25,2540,254010,25401025
032283,20,2030,203010,20301010
032284,,,,
032285,15,1510,151010,15101050
032286,10,1010,101010,10101020
032287,25,2530,253010,25301030
032294,15,1510,151020,15102010
032295,45,4510,451020,45102010
032298,35,3520,352020,35202010
032300,35,3520,352020,35202010
032303,10,1010,101010,10101020
032304,,,,
032305,20,2030,203050,20305030
032315,30,3020,302020,30202030
032316,35,3520,352020,35202010
032317,,,,
032321,35,3520,352010,35201010
032322,50,5020,502020,50202010
032323,15,1510,151040,15104020
032328,,,,
032331,45,4510,451030,45103010
032332,25,2530,253010,25301020
032333,,,,
032334,35,3520,352010,35201010
032342,25,2530,253010,25301030
032343,,,,
032344,,,,
032345,45,4520,452020,45202030
032347,35,3520,352010,35201010
032348,35,3520,352010,35201010
032349,35,3520,352020,35202010
032350,40,4010,401010,40101015
032351,10,1010,101010,10101020
032352,25,2520,252010,25201040
032355,,,,
032356,35,3520,352010,35201010
032357,,,,
032360,35,3510,351010,35101010
032362,,,,
032363,,,,
032364,,,,
032365,35,3520,352010,35201010
032366,25,2550,255030,25503030
032367,50,5010,501020,50102010
032370,,,,
032371,25,2530,253020,25302010
032372,10,1010,101020,10102050
032373,,,,
032374,,,,
032377,15,1510,151040,15104030
032378,35,3520,352010,35201010
032380,35,3510,351010,35101010
032381,35,3520,352010,35201010
032382,50,5020,502020,50202010
032383,35,3520,352010,35201010
032384,,,,
032385,,,,
032386,,,,
032387,,,,
032390,,,,
032391,,,,
032392,,,,
032393,,,,
032394,,,,
032395,35,3520,352020,35202010
032396,35,3510,351010,35101010
032397,,,,
032406,,,,
032407,50,5020,502020,50202010
032413,10,1010,101020,10102040
032414,30,3020,302020,30202030
032415,,,,
032416,,,,
032417,,,,
032418,,,,
032419,10,1010,101020,10102040
032420,15,1510,151010,15101010
032428,,,,
032429,,,,
032430,,,,
032436,35,3520,352020,35202010
032439,,,,
032440,,,,
032441,,,,
032442,,,,
032443,,,,
032444,,,,
032445,45,4510,451030,45103010
032446,,,,
032449,,,,
032450,,,,
032451,35,3520,352020,35202010
032452,,,,
032453,40,4020,402020,40202010
032454,,,,
032455,,,,
032456,25,2510,251020,25102020
032457,,,,
032458,,,,
032459,35,3520,352020,35202010
032461,,,,
032462,,,,
032463,,,,
032464,,,,
032465,,,,
032467,40,4010,401010,40101015
032468,,,,
032469,45,4510,451020,45102030
032473,15,1510,151040,15104030
032478,,,,
032479,,,,
032480,,,,
032481,,,,
032482,,,,
032483,,,,
032486,,,,
032487,,,,
032491,,,,
032494,,,,
032495,,,,
032496,,,,
032497,,,,
032498,,,,
032500,,,,
032501,,,,
032502,50,5020,502030,50203010
032503,,,,
032505,,,,
032515,,,,
032519,40,4010,401010,40101015
032520,,,,
032524,45,4530,453010,45301020
032525,35,3520,352010,35201010
032526,45,4510,451020,45102030
032527,,,,
032528,25,2520,252020,25202010
032529,35,3520,352010,35201010
032530,45,4510,451030,45103010
032533,,,,
032534,,,,
032535,,,,
032536,,,,
032537,,,,
032539,,,,
032541,50,5020,502030,50203010
032542,,,,
032543,,,,
032545,25,2550,255040,25504050
032546,50,5020,502020,50202020
032547,15,1510,151040,15104020
032548,,,,
032549,,,,
032550,,,,
032551,,,,
032554,,,,
032555,,,,
032556,,,,
032557,45,4510,451030,45103020
032558,15,1510,151030,15103020
032559,,,,
032560,35,3510,351010,35101020
032561,,,,
032563,,,,
032564,15,1510,151040,15104025
032565,,,,
032566,,,,
032567,,,,
032568,,,,
032569,,,,
032570,,,,
032571,50,5010,501010,50101010
032573,,,,
032574,25,2550,255040,25504040
032575,,,,
032576,,,,
032577,,,,
032579,,,,
032580,60,6010,601080,60108010
032582,,,,
032583,,,,
032584,,,,
032585,,,,
032586,,,,
032587,,,,
032588,,,,
032589,15,1510,151040,15104020
032592,25,2530,253010,25301040
032595,,,,
032600,40,4010,401010,40101015
032601,35,3520,352020,35202010
032603,35,3520,352020,35202010
032607,35,3520,352010,35201010
032608,25,2530,253020,25302020
032609,,,,
032610,20,2010,201060,20106020
032615,25,2530,253020,25302010
032616,,,,
032617,,,,
032619,40,4020,402010,40201050
032625,40,4020,402020,40202010
032626,,,,
032627,,,,
032628,,,,
032629,,,,
032630,,,,
032631,,,,
032632,,,,
032633,,,,
032638,45,4530,453010,45301010
032639,50,5020,502030,50203010
032640,35,3520,352010,35201010
032641,45,4510,451030,45103020
032647,40,4020,402020,40202010
032648,,,,
032649,,,,
032652,,,,
032653,,,,
032654,40,4020,402020,40202010
032655,,,,
032656,,,,
032657,,,,
032658,,,,
032659,,,,
032660,,,,
032661,60,6010,601010,60101040
032662,,,,
032665,40,4010,401010,40101015
032668,,,,
032669,,,,
032670,15,1510,151040,15104050
032671,60,6010,601040,60104010
032672,35,3510,351020,35102010
032673,15,1510,151040,15104020
032674,35,3520,352010,35201010
032675,45,4510,451030,45103010
032676,10,1010,101020,10102010
032677,50,5020,502030,50203010
032679,,,,
032680,,,,
032681,,,,
032682,35,3520,352020,35202010
032685,35,3510,351020,35102015
032688,25,2550,255040,25504010
032689,,,,
032690,,,,
032692,,,,
032693,,,,
032694,,,,
032698,40,4010,401010,40101015
032699,,,,
032700,,,,
032701,,,,
032702,,,,
032703,,,,
032704,,,,
032705,,,,
032711,,,,
032715,35,3520,352010,35201010
032716,50,5020,502010,50201010
032720,,,,
032721,45,4510,451030,45103020
032722,45,4510,451030,45103010
032724,,,,
032725,,,,
032726,15,1510,151050,15105010
032729,,,,
032730,,,,
032731,35,3520,352020,35202010
032736,,,,
032738,,,,
032739,15,1510,151040,15104020
032741,50,5020,502010,50201010
032742,,,,
032743,,,,
032744,,,,
032745,,,,
032746,25,2530,253020,25302020
032747,40,4030,403010,40301020
032748,60,6020,602010,60201040
032749,35,3520,352010,35201010
032750,40,4020,402020,40202010
032751,60,6010,601025,60102510
032753,,,,
032755,,,,
032756,,,,
032759,20,2010,201040,20104010
032763,40,4010,401010,40101015
032764,,,,
032765,,,,
032766,,,,
032767,40,4020,402010,40201020
032769,30,3020,302020,30202010
032771,20,2010,201030,20103010
032772,,,,
032775,35,3520,352010,35201010
032776,,,,
032777,,,,
032779,,,,
032780,,,,
032781,,,,
032786,,,,
032787,35,3520,352020,35202010
032792,35,3520,352030,35203010
032795,35,3520,352020,35202010
032796,,,,
032797,35,3520,352020,35202010
032798,20,2030,203010,20301010
032799,15,1510,151010,15101050
032800,25,2550,255040,25504010
032804,25,2530,253020,25302020
032805,,,,
032808,15,1510,151040,15104020
032809,35,3510,351020,35102015
032812,45,4510,451030,45103010
032813,,,,
032814,50,5010,501010,50101020
032815,10,1010,101020,10102020
032819,25,2520,252030,25203010
032820,,,,
032821,,,,
032822,30,3020,302020,30202030
032824,40,4020,402030,40203040
032826,15,1510,151040,15104020
032828,,,,
032829,,,,
032830,,,,
032831,,,,
032832,,,,
032833,,,,
032834,,,,
032835,,,,
032836,,,,
032837,,,,
032838,,,,
032840,,,,
032843,20,2030,203050,20305010
032844,10,1010,101010,10101020
032845,,,,
032846,35,3520,352020,35202010
032847,,,,
032849,,,,
032850,60,6020,602010,60201020
032851,45,4520,452020,45202030
032852,35,3510,351020,35102015
032853,45,4510,451030,45103010
032854,35,3520,352020,35202010
032855,45,4510,451030,45103010
032856,35,3520,352010,35201010
032857,,,,
032858,35,3520,352020,35202010
032860,35,3510,351020,35102015
032861,35,3520,352020,35202010
032863,20,2030,203030,20303010
032864,20,2020,202010,20201050
032866,30,3030,303020,30302010
032867,,,,
032868,,,,
032869,,,,
032870,20,2020,202010,20201050
032871,15,1510,151040,15104030
032872,35,3520,352020,35202010
032874,35,3520,352020,35202010
032875,,,,
032876,,,,
032878,45,4510,451030,45103010
032879,25,2550,255040,25504040
032881,,,,
032882,,,,
032883,,,,
032884,40,4020,402010,40201060
032885,15,1510,151040,15104020
032886,20,2010,201060,20106020
032888,,,,
032889,35,3520,352020,35202010
032890,,,,
032891,,,,
032892,,,,
032893,25,2530,253010,25301040
032894,35,3520,352010,35201010
032895,35,3520,352010,35201010
032897,35,3520,352020,35202010
032898,,,,
032899,35,3520,352020,35202010
032901,35,3520,352010,35201010
032903,,,,
032905,45,4510,451030,45103010
032906,20,2010,201010,20101010
032908,35,3520,352010,35201010
032909,,,,
032911,35,3520,352020,35202010
032912,40,4020,402010,40201040
032913,40,4020,402030,40203010
032917,25,2530,253020,25302010
032918,50,5020,502020,50202010
032919,35,3520,352020,35202010
032922,15,1510,151040,15104030
032924,,,,
032925,45,4510,451030,45103020
032926,35,3520,352020,35202010
032927,,,,
032928,,,,
032929,,,,
032930,25,2530,253020,25302020
032931,35,3520,352020,35202010
032934,,,,
032935,50,5020,502010,50201010
032936,45,4520,452030,45203010
032937,10,1010,101010,10101020
032938,10,1010,101010,10101020
032939,10,1010,101010,10101020
032940,,,,
032941,35,3520,352010,35201010
032942,10,1010,101020,10102030
032943,,,,
032944,,,,
032945,,,,
032946,,,,
032952,,,,
032953,,,,
032954,,,,
032961,35,3520,352020,35202010
032962,25,2550,255020,25502020
032963,,,,
032964,,,,
032965,,,,
032966,,,,
032967,,,,
032968,,,,
032969,,,,
032970,,,,
032971,,,,
032972,,,,
032973,,,,
032974,,,,
032975,,,,
032978,,,,
032979,15,1510,151040,15104020
032980,60,6010,601025,60102510
032981,,,,
032982,,,,
032983,15,1510,151040,15104020
032984,35,3520,352010,35201010
032995,45,4510,451030,45103010
032996,,,,
032997,,,,
032998,15,1510,151010,15101010
032999,35,3520,352010,35201010
033000,15,1510,151040,15104020
033002,,,,
033003,,,,
033004,,,,
033005,,,,
033006,,,,
033007,,,,
033008,,,,
033009,,,,
033010,,,,
033011,15,1510,151010,15101050
033015,40,4010,401010,40101015
033017,35,3510,351010,35101010
033018,,,,
033019,40,4020,402010,40201060
033026,,,,
033027,,,,
