gvkey,gsector,ggroup,gind,gsubind
033028,,,,
033030,45,4510,451030,45103010
033032,,,,
033033,,,,
033034,,,,
033035,,,,
033036,,,,
033037,45,4510,451030,45103020
033038,,,,
033039,30,3030,303020,30302010
033040,,,,
033041,,,,
033042,,,,
033047,25,2530,253020,25302020
033048,35,3520,352020,35202010
033049,20,2030,203040,20304040
033051,10,1010,101020,10102050
033056,40,4010,401010,40101015
033057,15,1510,151040,15104020
033058,45,4510,451030,45103010
033059,,,,
033060,,,,
033061,,,,
033062,,,,
033063,,,,
033064,25,2530,253010,25301040
033065,,,,
033066,40,4020,402040,40204010
033067,10,1010,101010,10101020
033068,25,2520,252010,25201020
033070,10,1010,101020,10102020
033072,,,,
033073,45,4520,452010,45201020
033077,,,,
033078,,,,
033081,50,5020,502010,50201010
033082,30,3020,302020,30202010
033083,,,,
033084,15,1510,151040,15104030
033087,,,,
033088,,,,
033089,,,,
033091,,,,
033097,,,,
033102,45,4510,451030,45103010
033103,15,1510,151040,15104020
033110,40,4020,402030,40203010
033111,,,,
033112,,,,
033113,15,1510,151040,15104040
033114,35,3520,352010,35201010
033117,,,,
033118,,,,
033119,,,,
033120,,,,
033121,,,,
033122,,,,
033123,,,,
033124,,,,
033125,,,,
033126,,,,
033127,35,3510,351020,35102010
033128,,,,
033129,35,3520,352020,35202010
033131,40,4010,401010,40101015
033132,15,1510,151040,15104020
033133,35,3520,352010,35201010
033134,25,2530,253010,25301040
033136,25,2550,255010,25501010
033137,,,,
033138,25,2530,253010,25301040
033141,,,,
033142,,,,
033145,,,,
033146,,,,
033149,,,,
033150,45,4510,451020,45102010
033151,,,,
033152,45,4510,451030,45103010
033155,35,3520,352010,35201010
033157,15,1510,151040,15104040
033159,20,2020,202020,20202030
033161,25,2530,253020,25302010
033162,15,1510,151040,15104020
033171,35,3520,352020,35202010
033172,,,,
033173,35,3520,352020,35202010
033175,50,5020,502020,50202010
033177,30,3010,301010,30101010
033178,10,1010,101020,10102020
033179,,,,
033180,45,4510,451030,45103020
033183,25,2550,255040,25504040
033184,35,3520,352020,35202010
033185,35,3520,352010,35201010
033186,50,5020,502030,50203010
033187,25,2530,253020,25302010
033188,,,,
033189,15,1510,151040,15104040
033194,,,,
033195,45,4510,451030,45103010
033198,,,,
033199,,,,
033200,25,2540,254010,25401025
033203,,,,
033204,,,,
033205,,,,
033214,,,,
033223,25,2550,255040,25504020
033225,,,,
033226,45,4510,451020,45102030
033227,35,3520,352020,35202010
033231,15,1510,151040,15104030
033232,45,4510,451030,45103020
033233,45,4510,451030,45103010
033237,35,3520,352020,35202010
033240,35,3520,352010,35201010
033241,35,3520,352020,35202010
033242,25,2530,253010,25301020
033243,25,2530,253010,25301020
033251,,,,
033252,,,,
033254,50,5020,502020,50202010
033256,,,,
033257,,,,
033258,,,,
033259,,,,
033260,,,,
033261,,,,
033263,,,,
033264,,,,
033271,,,,
033272,40,4010,401010,40101015
033274,35,3520,352010,35201010
033275,45,4510,451030,45103010
033276,30,3020,302020,30202030
033278,,,,
033279,20,2010,201030,20103010
033280,35,3520,352020,35202010
033285,15,1510,151040,15104030
033290,,,,
033291,,,,
033292,,,,
033293,,,,
033296,35,3520,352010,35201010
033298,,,,
033299,60,6010,601020,60102030
033300,,,,
033301,45,4510,451030,45103010
033306,,,,
033307,,,,
033308,,,,
033309,,,,
033316,40,4010,401010,40101015
033317,35,3520,352010,35201010
033318,,,,
033319,45,4510,451020,45102010
033320,,,,
033321,45,4510,451030,45103010
033322,35,3520,352020,35202010
033324,,,,
033325,,,,
033326,10,1010,101010,10101020
033329,,,,
033330,,,,
033331,,,,
033332,,,,
033333,,,,
033334,,,,
033335,,,,
033336,,,,
033337,40,4020,402030,40203010
033338,,,,
033339,15,1510,151040,15104030
033344,10,1010,101020,10102050
033345,,,,
033346,,,,
033347,,,,
033348,,,,
033350,,,,
033351,35,3520,352020,35202010
033353,,,,
033354,,,,
033355,,,,
033356,,,,
033357,,,,
033358,,,,
033359,,,,
033360,,,,
033361,,,,
033362,,,,
033363,,,,
033364,,,,
033365,,,,
033366,,,,
033367,,,,
033368,,,,
033369,,,,
033370,,,,
033371,,,,
033372,,,,
033373,,,,
033375,,,,
033376,,,,
033377,,,,
033379,35,3520,352020,35202010
033380,,,,
033381,,,,
033382,50,5010,501020,50102010
033386,45,4510,451030,45103010
033387,,,,
033388,,,,
033401,,,,
033411,,,,
033413,,,,
033416,35,3520,352020,35202010
033418,50,5020,502020,50202010
033419,,,,
033420,45,4520,452030,45203010
033421,40,4030,403010,40301010
033423,45,4510,451030,45103020
033424,20,2010,201030,20103010
033425,25,2520,252010,25201020
033428,10,1010,101020,10102020
033429,50,5020,502030,50203010
033432,40,4020,402030,40203010
033433,60,6020,602010,60201020
033435,35,3510,351010,35101010
033436,,,,
033439,45,4510,451020,45102010
033441,45,4510,451030,45103010
033442,40,4020,402030,40203020
033443,30,3020,302010,30201030
033444,35,3520,352010,35201010
033445,35,3520,352010,35201010
033446,45,4510,451030,45103010
033447,35,3520,352010,35201010
033449,10,1010,101010,10101020
033453,15,1510,151040,15104020
033454,,,,
033459,40,4010,401010,40101015
033460,35,3510,351020,35102015
033461,,,,
033462,10,1010,101020,10102020
033463,,,,
033464,35,3520,352010,35201010
033466,35,3520,352020,35202010
033467,35,3510,351010,35101010
033472,,,,
033473,50,5020,502010,50201010
033474,,,,
033475,,,,
033476,25,2520,252030,25203010
033477,15,1510,151030,15103020
033478,15,1510,151040,15104020
033480,,,,
033481,,,,
033483,35,3520,352020,35202010
033484,45,4510,451030,45103010
033487,50,5020,502020,50202020
033488,,,,
033491,45,4510,451030,45103010
033492,,,,
033493,,,,
033494,,,,
033495,,,,
033499,35,3520,352010,35201010
033500,35,3520,352010,35201010
033503,15,1510,151010,15101050
033505,,,,
033506,,,,
033507,,,,
033508,,,,
033509,50,5020,502030,50203010
033511,,,,
033512,,,,
033513,,,,
033514,,,,
033515,,,,
033523,,,,
033524,,,,
033525,,,,
033526,,,,
033527,45,4510,451010,45101010
033528,20,2030,203030,20303010
033529,15,1510,151040,15104020
033531,45,4510,451020,45102020
033532,45,4510,451020,45102010
033533,40,4020,402010,40201060
033534,,,,
033541,15,1510,151040,15104040
033542,60,6010,601010,60101070
033543,15,1510,151040,15104020
033544,,,,
033547,35,3520,352020,35202010
033549,35,3510,351030,35103010
033550,45,4520,452030,45203010
033557,20,2010,201040,20104010
033558,25,2550,255010,25501010
033561,15,1510,151040,15104020
033562,35,3520,352020,35202010
033563,,,,
033564,,,,
033567,,,,
033568,,,,
033569,,,,
033570,,,,
033573,20,2020,202010,20201050
033577,,,,
033578,,,,
033579,,,,
033580,,,,
033582,35,3520,352020,35202010
033583,,,,
033587,50,5020,502030,50203010
033588,10,1010,101010,10101020
033589,,,,
033590,,,,
033591,,,,
033593,45,4510,451030,45103010
033594,15,1510,151040,15104025
033595,35,3520,352010,35201010
033596,20,2020,202010,20201050
033597,35,3520,352020,35202010
033598,20,2030,203040,20304030
033599,10,1010,101010,10101020
033600,35,3520,352020,35202010
033601,35,3520,352010,35201010
033602,40,4010,401020,40102010
033603,45,4510,451030,45103010
033610,45,4510,451030,45103010
033611,35,3520,352020,35202010
033612,,,,
033613,,,,
033614,35,3510,351010,35101010
033616,25,2530,253020,25302010
033620,,,,
033621,,,,
033622,,,,
033624,20,2030,203040,20304040
033625,40,4010,401010,40101015
033630,,,,
033631,35,3520,352010,35201010
033634,35,3520,352020,35202010
033635,35,3520,352010,35201010
033637,20,2020,202010,20201050
033638,45,4510,451030,45103010
033639,45,4510,451030,45103020
033640,,,,
033641,35,3520,352010,35201010
033642,,,,
033643,35,3520,352010,35201010
033644,35,3520,352020,35202010
033647,25,2510,251010,25101010
033648,55,5510,551040,55104010
033649,35,3520,352020,35202010
033650,,,,
033651,,,,
033652,25,2520,252010,25201030
033657,35,3520,352010,35201010
033658,30,3030,303020,30302010
033660,35,3520,352020,35202010
033661,10,1010,101020,10102020
033662,,,,
033663,,,,
033664,35,3520,352010,35201010
033665,35,3520,352020,35202010
033666,,,,
033667,,,,
033668,20,2010,201040,20104020
033669,45,4520,452030,45203010
033670,,,,
033684,60,6010,601010,60101010
033685,,,,
033686,,,,
033688,,,,
033690,35,3510,351030,35103010
033691,,,,
033692,,,,
033693,40,4020,402010,40201060
033694,50,5020,502030,50203010
033695,40,4010,401010,40101015
033696,35,3520,352010,35201010
033697,25,2550,255040,25504050
033698,35,3510,351010,35101010
033700,10,1010,101020,10102040
033702,,,,
033703,35,3520,352020,35202010
033704,40,4010,401010,40101015
033705,,,,
033706,25,2510,251020,25102010
033707,15,1510,151040,15104030
033708,60,6010,601070,60107010
033713,,,,
033714,,,,
033718,30,3010,301010,30101040
033719,35,3520,352010,35201010
033720,35,3520,352010,35201010
033721,35,3520,352010,35201010
033722,20,2030,203030,20303010
033723,35,3520,352020,35202010
033724,35,3520,352010,35201010
033725,45,4530,453010,45301020
033727,35,3520,352020,35202010
033728,15,1510,151040,15104020
033729,35,3520,352020,35202010
033731,,,,
033733,25,2520,252010,25201030
033734,,,,
033736,40,4020,402010,40201040
033739,,,,
033740,,,,
033741,40,4020,402030,40203010
033742,15,1510,151040,15104030
033743,35,3520,352020,35202010
033744,60,6010,601060,60106010
033746,,,,
033747,,,,
033748,,,,
033749,35,3520,352030,35203010
033750,20,2020,202010,20201070
033751,35,3520,352020,35202010
033756,25,2530,253020,25302010
033758,,,,
033759,45,4510,451030,45103020
033760,,,,
033762,25,2530,253010,25301020
033763,,,,
033764,30,3030,303020,30302010
033766,45,4520,452030,45203010
033767,25,2520,252010,25201010
033773,35,3510,351010,35101010
033778,45,4510,451020,45102020
033779,35,3510,351010,35101020
033780,35,3520,352010,35201010
033781,25,2520,252030,25203010
033787,,,,
033788,,,,
033790,,,,
033796,35,3520,352020,35202010
033798,20,2030,203040,20304040
033801,35,3520,352020,35202010
033803,35,3520,352020,35202010
033804,35,3520,352020,35202010
033805,50,5020,502020,50202020
033808,45,4520,452030,45203030
033809,60,6020,602010,60201040
033810,35,3520,352020,35202010
033812,30,3030,303020,30302010
033816,35,3520,352020,35202010
033817,40,4020,402030,40203010
033818,,,,
033823,10,1010,101020,10102020
033824,35,3510,351010,35101010
033825,40,4020,402020,40202010
033826,,,,
033827,15,1510,151040,15104020
033828,25,2550,255010,25501010
033845,,,,
033846,,,,
033850,45,4510,451030,45103010
033852,45,4510,451030,45103010
033855,35,3520,352010,35201010
033856,,,,
033860,55,5510,551050,55105010
033861,25,2550,255030,25503030
033863,35,3510,351030,35103010
033868,,,,
033869,,,,
033881,,,,
033882,10,1010,101010,10101020
033883,,,,
033886,,,,
033897,15,1510,151040,15104030
033898,,,,
033899,,,,
033900,,,,
033906,40,4010,401010,40101015
033911,40,4020,402010,40201060
033913,45,4510,451020,45102010
033914,,,,
033931,,,,
033932,,,,
033933,,,,
033934,,,,
033935,30,3030,303020,30302010
033945,,,,
033946,,,,
033948,40,4020,402030,40203010
033949,,,,
033950,,,,
033951,25,2530,253020,25302020
033952,,,,
033953,,,,
033955,35,3520,352020,35202010
033956,,,,
033957,,,,
033958,,,,
033959,,,,
033962,20,2030,203020,20302010
033965,15,1510,151040,15104045
033971,10,1010,101020,10102040
033972,,,,
033973,,,,
033974,,,,
033975,,,,
033976,,,,
033979,10,1010,101020,10102020
033980,,,,
033981,,,,
033982,,,,
033983,,,,
033984,,,,
033985,35,3520,352020,35202010
033989,35,3510,351030,35103010
033990,,,,
033991,,,,
033995,15,1510,151040,15104020
033996,,,,
033997,35,3520,352020,35202010
033998,50,5020,502020,50202010
033999,40,4010,401010,40101015
034002,45,4510,451030,45103010
034003,60,6020,602010,60201040
034005,,,,
034006,,,,
034010,10,1010,101020,10102020
034011,35,3520,352020,35202010
034012,20,2020,202020,20202020
034014,15,1510,151040,15104020
034015,35,3520,352010,35201010
034016,35,3520,352010,35201010
034017,,,,
034022,,,,
034023,,,,
034025,35,3520,352020,35202010
034026,40,4020,402020,40202010
034027,45,4510,451030,45103010
034029,25,2550,255040,25504010
034030,30,3010,301010,30101020
034031,,,,
034034,10,1010,101020,10102020
034036,,,,
034038,45,4510,451030,45103010
034039,25,2530,253020,25302010
034040,,,,
034041,35,3520,352020,35202010
034044,15,1510,151040,15104040
034045,45,4510,451030,45103010
034048,15,1510,151010,15101050
034049,,,,
034050,,,,
034051,25,2510,251010,25101010
034052,35,3510,351030,35103010
034053,20,2010,201020,20102010
034054,40,4020,402020,40202010
034055,10,1010,101010,10101020
034056,,,,
034057,55,5510,551010,55101010
034061,35,3510,351010,35101020
034063,45,4510,451020,45102020
034064,45,4510,451020,45102010
034065,35,3520,352010,35201010
034066,30,3010,301010,30101010
034067,25,2510,251020,25102010
034068,25,2520,252010,25201040
034069,,,,
034070,50,5010,501010,50101010
034073,10,1010,101020,10102020
034074,50,5020,502030,50203010
034076,50,5020,502020,50202010
034077,35,3520,352020,35202010
034078,35,3520,352010,35201010
034079,40,4020,402020,40202010
034080,15,1510,151040,15104030
034081,,,,
034082,35,3520,352010,35201010
034083,,,,
034084,55,5510,551050,55105020
034089,,,,
034090,,,,
034091,,,,
034092,,,,
034093,35,3520,352020,35202010
034099,,,,
034100,,,,
034101,20,2020,202020,20202010
034102,35,3510,351020,35102015
034103,35,3520,352010,35201010
034104,,,,
034105,20,2010,201030,20103010
034106,45,4510,451020,45102030
034107,35,3520,352020,35202010
034112,,,,
034118,35,3520,352010,35201010
034119,,,,
034120,,,,
034121,,,,
034122,,,,
034123,,,,
034124,,,,
034125,,,,
034126,,,,
034127,,,,
034128,,,,
034129,,,,
034130,,,,
034131,,,,
034132,40,4010,401010,40101015
034133,50,5020,502030,50203010
034134,,,,
034135,35,3520,352010,35201010
034136,,,,
034140,45,4510,451030,45103010
034141,,,,
034142,,,,
034144,35,3510,351020,35102010
034146,50,5020,502030,50203010
034147,,,,
034148,,,,
034149,,,,
034150,,,,
034151,,,,
034152,,,,
034153,,,,
034156,,,,
034158,15,1510,151040,15104020
034159,40,4020,402030,40203010
034160,35,3520,352020,35202010
034161,35,3520,352010,35201010
034162,,,,
034163,35,3520,352010,35201010
034164,35,3520,352010,35201010
034170,35,3510,351010,35101020
034171,,,,
034172,,,,
034173,,,,
034174,,,,
034175,,,,
034176,,,,
034178,,,,
034179,,,,
034181,35,3520,352010,35201010
034182,15,1510,151040,15104020
034183,10,1010,101020,10102020
034184,,,,
034185,,,,
034186,45,4510,451030,45103010
034188,55,5510,551050,55105020
034189,40,4010,401010,40101015
034193,35,3510,351010,35101010
034194,35,3520,352010,35201010
034198,35,3520,352020,35202010
034200,20,2020,202010,20201050
034202,15,1510,151040,15104020
034204,,,,
034205,,,,
034206,,,,
034207,,,,
034208,,,,
034209,,,,
034210,,,,
034212,25,2530,253020,25302010
034214,35,3520,352020,35202010
034215,40,4020,402010,40201060
034216,,,,
034217,,,,
034220,35,3520,352020,35202010
034221,35,3520,352020,35202010
034222,40,4020,402020,40202010
034223,,,,
034224,,,,
034225,,,,
034226,,,,
034228,45,4510,451020,45102030
034229,,,,
034230,,,,
034236,45,4510,451030,45103010
034239,,,,
034240,,,,
034241,35,3520,352010,35201010
034242,35,3510,351020,35102015
034243,45,4510,451030,45103010
034245,,,,
034246,50,5020,502030,50203010
034247,35,3520,352020,35202010
034248,,,,
034249,,,,
034250,,,,
034251,,,,
034252,,,,
034253,,,,
034256,,,,
034258,,,,
034259,30,3020,302020,30202030
034260,40,4020,402030,40203010
034261,,,,
034263,35,3520,352010,35201010
034266,35,3520,352010,35201010
034269,20,2010,201070,20107010
034270,25,2510,251020,25102020
034271,,,,
034272,,,,
034273,,,,
034276,15,1510,151040,15104030
034277,,,,
034278,25,2530,253010,25301010
034279,,,,
034283,30,3020,302020,30202010
034284,35,3520,352020,35202010
034285,15,1510,151040,15104030
034287,35,3520,352010,35201010
034289,30,3030,303020,30302010
034290,45,4510,451030,45103010
034291,40,4030,403010,40301020
034293,15,1510,151040,15104020
034294,,,,
034295,,,,
034296,10,1010,101020,10102020
034297,20,2020,202020,20202020
034298,,,,
034300,20,2020,202020,20202030
034301,,,,
034302,,,,
034303,,,,
034304,,,,
034306,55,5510,551020,55102010
034307,20,2020,202010,20201070
034308,,,,
034309,40,4020,402010,40201060
034310,,,,
034311,,,,
034312,,,,
034313,,,,
034314,,,,
034315,,,,
034322,,,,
034323,35,3510,351030,35103010
034326,45,4510,451030,45103010
034327,35,3510,351010,35101010
034328,50,5020,502010,50201010
034329,,,,
034330,40,4020,402030,40203010
034335,35,3520,352020,35202010
034336,35,3520,352020,35202010
034337,10,1010,101020,10102040
034338,40,4010,401010,40101015
034339,,,,
034340,,,,
034342,35,3510,351010,35101010
034346,,,,
034349,10,1010,101020,10102050
034352,,,,
034353,35,3520,352020,35202010
034354,,,,
034355,,,,
034361,35,3520,352010,35201010
034362,,,,
034363,,,,
034368,,,,
034369,15,1510,151040,15104030
034370,,,,
034372,15,1510,151040,15104025
034374,,,,
034376,45,4510,451020,45102010
034377,,,,
034378,50,5020,502020,50202010
034379,40,4020,402010,40201050
034380,,,,
034381,,,,
034382,60,6020,602010,60201020
034383,,,,
034384,,,,
034385,,,,
034386,,,,
034387,,,,
034388,,,,
034390,40,4010,401010,40101015
034391,15,1510,151010,15101030
034392,25,2520,252030,25203010
034393,,,,
034394,,,,
034395,,,,
034396,40,4030,403010,40301050
034397,,,,
034398,,,,
034400,35,3520,352020,35202010
034401,,,,
034402,,,,
034403,,,,
034404,25,2550,255040,25504040
034405,40,4010,401010,40101010
034408,45,4510,451030,45103010
034409,,,,
034410,35,3520,352010,35201010
034411,25,2550,255030,25503030
034412,10,1010,101010,10101010
034413,40,4020,402020,40202010
034414,10,1010,101020,10102040
034415,40,4020,402030,40203010
034416,55,5510,551050,55105020
034417,,,,
034418,10,1010,101020,10102040
034420,60,6010,601010,60101010
034421,,,,
034425,,,,
034426,,,,
034427,,,,
034428,,,,
034429,35,3520,352010,35201010
034430,25,2550,255010,25501010
034431,,,,
034432,,,,
034433,,,,
034434,,,,
